	paperId	title	abstract	venue	publicationDate	authors
32	cb29cf52f0f7d2e4324c68690a55b22890f2212d	How Close is ChatGPT to Human Experts? Comparison Corpus, Evaluation, and Detection	,	ArXiv	1/18/2023	[{'authorId': '2034015747', 'name': 'Biyang Guo'}, {'authorId': '2149173726', 'name': 'Xin Zhang'}, {'authorId': '2108416148', 'name': 'Ziyuan Wang'}, {'authorId': '2152154941', 'name': 'Minqi Jiang'}, {'authorId': '2147399904', 'name': 'Jinran Nie'}, {'authorId': '2193663564', 'name': 'Yuxuan Ding'}, {'authorId': '2170160137', 'name': 'Jianwei Yue'}, {'authorId': '2107934757', 'name': 'Yupeng Wu'}]
33	372fe9428dff788274081b00634d484db0c2fda4	ChatGPT Goes to Law School		SSRN Electronic Journal		[{'authorId': '46308962', 'name': 'Jonathan H. Choi'}, {'authorId': '98900189', 'name': 'Kristin E. Hickman'}, {'authorId': '16166682', 'name': 'Amy B. Monahan'}, {'authorId': '83686718', 'name': 'D. Schwarcz'}]
34	621b8c4b37d1e22d440262dda2206ac13da6d779	ChatGPT and Other Large Language Models Are Double-edged Swords.		Radiology	1/26/2023	[{'authorId': '35139543', 'name': 'Yiqiu Shen'}, {'authorId': '3771591', 'name': 'L. Heacock'}, {'authorId': '2202899600', 'name': 'Jonathan Elias'}, {'authorId': '4964392', 'name': 'K. Hentel'}, {'authorId': '12542421', 'name': 'B. Reig'}, {'authorId': '2202899450', 'name': 'George Shih'}, {'authorId': '145717702', 'name': 'Linda Moy'}]
35	205a883fcea6b92892df45736222709e5fdf76fd	ChatGPT		Die Unfallchirurgie	2/10/2023	[{'authorId': '2067447626', 'name': 'C. Krettek'}]
36	058ea9befdd51159b86783f4378fcddf6a2b6f01	Exploring the Cognitive Dynamics of Artificial Intelligence in the Post-COVID-19 and Learning 3.0 Era: A Case Study of ChatGPT	The emergence of artificial intelligence has incited a paradigm shift across the spectrum of human endeavors, with ChatGPT serving as a catalyst for the transformation of various established domains, including but not limited to education, journalism, security, and ethics. In the post-pandemic era, the widespread adoption of remote work has prompted the educational sector to reassess conventional pedagogical methods. This paper is to scrutinize the underlying psychological principles of ChatGPT, delve into the factors that captivate user attention, and implicate its ramifications on the future of learning. The ultimate objective of this study is to instigate a scholarly discourse on the interplay between technological advancements in education and the evolution of human learning patterns, raising the question of whether technology is driving human evolution or vice versa.		2/3/2023	[{'authorId': '2006243724', 'name': 'Lin Luan'}, {'authorId': '49541392', 'name': 'Xi Lin'}, {'authorId': '2204960951', 'name': 'Wenbiao Li'}]
37	6deec8aa36b057b25123a540922c7007aaaeba60	ChatGPT: Future Directions and Open possibilities	ChatGPT, the cutting-edge language model developed by OpenAI, is one of the most exciting advancements in the field of artificial intelligence. With its ability to generate human-like text and respond to complex questions, ChatGPT has already made a significant impact and is poised to continue its rapid progression in the coming years. As we look to the future of ChatGPT and large language models, there are many exciting possibilities and open opportunities for this technology to enhance our lives and change the way we interact with technology	Mesopotamian Journal of Cyber Security	1/31/2023	[{'authorId': '1447250772', 'name': 'Mohammad Aljanabi'}, {'authorId': '2196932745', 'name': 'chatGPT'}]
38	8927db4ee890bf42608752bb840bc9d7db556da1	ChatGPT and Software Testing Education: Promises&Perils	Over the past decade, predictive language modeling for code has proven to be a valuable tool for enabling new forms of automation for developers. More recently, we have seen the advent of general purpose"large language models", based on neural transformer architectures, that have been trained on massive datasets of human written text spanning code and natural language. However, despite the demonstrated representational power of such models, interacting with them has historically been constrained to specific task settings, limiting their general applicability. Many of these limitations were recently overcome with the introduction of ChatGPT, a language model created by OpenAI and trained to operate as a conversational agent, enabling it to answer questions and respond to a wide variety of commands from end-users. The introduction of models, such as ChatGPT, has already spurred fervent discussion from educators, ranging from fear that students could use these AI tools to circumvent learning, to excitement about the new types of learning opportunities that they might unlock. However, given the nascent nature of these tools, we currently lack fundamental knowledge related to how well they perform in different educational settings, and the potential promise (or danger) that they might pose to traditional forms of instruction. As such, in this paper, we examine how well ChatGPT performs when tasked with solving common questions in a popular software testing curriculum. Our findings indicate that ChatGPT can provide correct or partially correct answers in 44% of cases, provide correct or partially correct explanations of answers in 57% of cases, and that prompting the tool in a shared question context leads to a marginally higher rate of correct answers. Based on these findings, we discuss the potential promise, and dangers related to the use of ChatGPT by students and instructors.	ArXiv	2/7/2023	[{'authorId': '2204651610', 'name': 'Sajed Jalil'}, {'authorId': '1491244699', 'name': 'Suzzana Rafi'}, {'authorId': '1683595', 'name': 'Thomas D. LaToza'}, {'authorId': '1381376597', 'name': 'Kevin Moran'}, {'authorId': '2204647461', 'name': 'Wing Lam'}]
39	18ae3a54f9b89530da0f999ce42d50299eed86c7	Chat2VIS: Generating Data Visualisations via Natural Language using ChatGPT, Codex and GPT-3 Large Language Models	The field of data visualisation has long aimed to generate visualisations from natural language text. Research in Natural Language Interfaces (NLIs) has contributed towards the development of a solution which allow users to interact with data using natural language queries. However, the implementation of NLIs is challenging due to the inherent ambiguity of natural language and frequent underspecification of user queries. This study proposes using large language models (LLMs) such as ChatGPT and GPT-3 to convert free-form natural language directly into visualisations. This paper presents a novel system, Chat2VIS, which leverages LLMs and demonstrates how effective prompt engineering can be conducted in order to extract from LLMs the desired code for visualisations. Chat2VIS shows that the use of pre-trained LLMs together with the proposed priming prompts, offers an accurate and reliable approach to generating visualisations from natural language queries, even those that are highly misspecified and underspecified. This approach demonstrates gains in efficiency and cost reduction in the development of these systems, while attaining greater visualisation inference abilities compared to traditional NLP approaches that use hand-crafted grammar rules. The study compares the performance of two types of GPT-3 models and ChatGPT, while demonstrating that the proposed approach is secure, privacy-preserving, and generalisable to different datasets.	ArXiv	2/4/2023	[{'authorId': '2166478496', 'name': 'Paula Maddigan'}, {'authorId': '2656889', 'name': 'Teo Susnjak'}]
40	98609145d54ad258187385d12dd624bddcbd9880	A step-by-step Researcher's Guide to the use of an AI-based transformer in epidemiology: an exploratory analysis of ChatGPT using the STROBE checklist for observational studies	Objectives. This study aims at investigating how early-stage AI-based transformers can support researchers in designing and conducting an epidemiological study. To accomplish this, we used ChatGPT to reformulate the STROBE recommendations into a list of questions to be answered by the transformer itself. We then qualitatively evaluated the coherence and relevance of the transformers outputs. Study design: Descriptive study. Methods. We first chose a study to be used as a basis for the simulation. We then used ChatGPT to transform each STROBE checklist item into specific prompts. Each answer to the respective prompt was evaluated by independent researchers in terms of coherence and relevance. Results. The mean scores assigned to each prompt were heterogeneous. On average, for the coherence domain, the overall mean score was 3.6 out of 5.0, and for relevance it was 3.3 out of 5.0. The lowest scores were assigned to items belonging to the Methods section of the checklist. Conclusions. ChatGPT can be considered as a valuable support for researchers in conducting an epidemiological study, following internationally recognized guidelines and standards. It is crucial for the users to have knowledge on the subject and a critical mindset when evaluating the outputs. The potential benefits of AI in scientific research and publishing are undeniable, but it is crucial to address the risks, and the ethical and legal consequences associated with its use.	medRxiv	2/8/2023	[{'authorId': '1992720036', 'name': 'F. Sanmarchi'}, {'authorId': '7433186', 'name': 'D. Golinelli'}, {'authorId': '145216171', 'name': 'A. Bucci'}]
41	75eb3c34edc91fdc7b895e9532d4556ef2a7c0a6	PÃ¢nico na Academia! InteligÃªncia Artificial na ConstruÃ§Ã£o de Textos CientÃ­ficos Com o Uso do ChatGPT	A inteligÃªncia artificial (IA) por meio do ChatGPT ganhou os noticiÃ¡rios nas Ãºltimas semanas. O meio acadÃªmico gerou ruido com as consequÃªncias negativas do uso dessa ferramenta na construÃ§Ã£o de artigos cientÃ­ficos, dissertaÃ§Ãµes e teses. Aqui fizemos uso desta ferramenta elaborando um texto sobre o papel do marketing em tempos de ataques a democracia no Brasil. O ChatGPT faz com que questÃµes Ã©ticas, de inovaÃ§Ã£o e autoria sejam questionadas. Como serÃ¡ o futuro da escrita acadÃªmica. Estamos diante de um aliado ou de um inimigo?	Revista Interdisciplinar de Marketing	1/29/2023	[{'authorId': '2144326', 'name': 'S. Farias'}]
42	29a32648fe0cb09980697c28176113439a81a64d	ChatGPT - Reshaping medical education and clinical management	Artificial Intelligence is no more the talk of the fiction read in novels or seen in movies. It has been making inroads slowly and gradually in medical education and clinical management of patients apart from all other walks of life. Recently, chatbots particularly ChatGPT, were developed and trained, using a huge amount of textual data from the internet. This has made a significant impact on our approach in medical science. Though there are benefits of this new technology, a lot of caution is required for its use.  doi: https://doi.org/10.12669/pjms.39.2.7653  How to cite this: Khan RA, Jawaid M, Khan AR, Sajjad M. ChatGPT - Reshaping medical education and clinical management. Pak J Med Sci. 2023;39(2):---------. doi: https://doi.org/10.12669/pjms.39.2.7653  This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/3.0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.	Pakistan Journal of Medical Sciences	2/7/2023	[{'authorId': '38252945', 'name': 'R. Khan'}, {'authorId': '114901083', 'name': 'M. Jawaid'}, {'authorId': '2204962760', 'name': 'Aymen Rehan Khan'}, {'authorId': '49193784', 'name': 'M. Sajjad'}]
43	cb0538917a1810875250672064b1d923eb37c650	AI Insights into Theoretical Physics and the Swampland Program: A Journey Through the Cosmos with ChatGPT	In this case study, we explore the capabilities and limitations of ChatGPT, a natural language processing model developed by OpenAI. We ï¬nd that it is eï¬€ective at paraphrasing and explaining concepts in a variety of styles, but not at genuinely connecting concepts. It will provide false information with full conï¬dence and make up statements when necessary. However, its ingenious use of language can be fruitful for identifying analogies and describing visual representations of abstract concepts.	ArXiv	1/10/2023	[{'authorId': '2201839306', 'name': 'Kay Lehnert'}]
44	8d43f788a863258dc0a34e05f4a0c9f434be7829	Causal-Discovery Performance of ChatGPT in the context of Neuropathic Pain Diagnosis	ChatGPT has demonstrated exceptional proficiency in natural language conversation, e.g., it can answer a wide range of questions while no previous large language models can. Thus, we would like to push its limit and explore its ability to answer causal discovery questions by using a medical benchmark (Tu et al. 2019) in causal discovery.	ArXiv	1/24/2023	[{'authorId': '51132868', 'name': 'Ruibo Tu'}, {'authorId': '144905350', 'name': 'Chao Ma'}, {'authorId': '2200137595', 'name': 'Cheng Zhang'}]
45	2bd7ba07f9ae9102cefbf650ae24f7990de541ad	Regulating ChatGPT and other Large Generative AI Models	Large generative AI models (LGAIMs), such as ChatGPT or Stable Diffusion, are rapidly transforming the way we communicate, illustrate, and create. However, AI regulation, in the EU and beyond, has primarily focused on conventional AI models, not LGAIMs. This paper will situate these new generative models in the current debate on trustworthy AI regulation, and ask how the law can be tailored to their capabilities. After laying technical foundations, the legal part of the paper proceeds in four steps, covering (1) direct regulation, (2) data protection, (3) content moderation, and (4) policy proposals. It suggests a novel terminology to capture the AI value chain in LGAIM settings by differentiating between LGAIM developers, deployers, professional and non-professional users, as well as recipients of LGAIM output. We tailor regulatory duties to these different actors along the value chain and suggest four strategies to ensure that LGAIMs are trustworthy and deployed for the benefit of society at large. Rules in the AI Act and other direct regulation must match the specificities of pre-trained models. In particular, regulation should focus on concrete high-risk applications, and not the pre-trained model itself, and should include (i) obligations regarding transparency and (ii) risk management. Non-discrimination provisions (iii) may, however, apply to LGAIM developers. Lastly, (iv) the core of the DSA content moderation rules should be expanded to cover LGAIMs. This includes notice and action mechanisms, and trusted flaggers. In all areas, regulators and lawmakers need to act fast to keep track with the dynamics of ChatGPT et al.	ArXiv	2/5/2023	[{'authorId': '49095886', 'name': 'P. Hacker'}, {'authorId': '2053831555', 'name': 'A. Engel'}, {'authorId': '36216751', 'name': 'M. Mauer'}]
46	ff68f6424bd9c5b3c5897d04c994ba1cbe9ae06d	A Categorical Archive of ChatGPT Failures	Large language models have been demonstrated to be valuable in different fields. ChatGPT, developed by OpenAI, has been trained using massive amounts of data and simulates human conversation by comprehending context and generating appropriate responses. It has garnered significant attention due to its ability to effectively answer a broad range of human inquiries, with fluent and comprehensive answers surpassing prior public chatbots in both security and usefulness. However, a comprehensive analysis of ChatGPT's failures is lacking, which is the focus of this study. Ten categories of failures, including reasoning, factual errors, math, coding, and bias, are presented and discussed. The risks, limitations, and societal implications of ChatGPT are also highlighted. The goal of this study is to assist researchers and developers in enhancing future language models and chatbots.	ArXiv	2/6/2023	[{'authorId': '3177797', 'name': 'A. Borji'}]
47	a6b129587f6f16b559d9f3e1742e67b59ffa8423	ChatGPT for Clinical Vignette Generation, Revision, and Evaluation	Objective To determine the capabilities of ChatGPT for rapidly generating, rewriting, and evaluating (via diagnostic and triage accuracy) sets of clinical vignettes. Design We explored the capabilities of ChatGPT for generating and rewriting vignettes. First, we gave it natural language prompts to generate 10 new sets of 10 vignettes, each set for a different common childhood illness. Next, we had it generate 10 sets of 10 vignettes given a set of symptoms from which to draw. We then had it rewrite 15 existing pediatric vignettes at different levels of health literacy. Fourth, we asked it to generate 10 vignettes written as a parent, and rewrite these vignettes as a physician, then at a grade 8 reading level, before rewriting them from the original parent's perspective. Finally, we evaluated ChatGPT for diagnosis and triage for 45 clinical vignettes previously used for evaluating symptom checkers. Setting and participants ChatGPT, a publicly available, free chatbot. Main outcome measures Our main outcomes for de novo vignette generation were whether ChatGPT followed vignette creation instructions consistently, correctly, and listed reasonable symptoms for the disease being described. For generating vignettes from pre-existing symptom sets, we examined whether the symptom sets were used without introducing extra symptoms. Our main outcome for rewriting existing standardized vignettes to match patient demographics, and rewriting vignettes between styles, was whether symptoms were dropped or added outside the original vignette. Finally, our main outcomes examining diagnostic and triage accuracy on 45 standardized patient vignettes were whether the correct diagnosis was listed first, and if the correct triage recommendation was made. Results ChatGPT was able to quickly produce varied contexts and symptom profiles when writing vignettes based on an illness name, but overused some core disease symptoms. It was able to use given symptom lists as the basis for vignettes consistently, adding one additional (though appropriate) symptom from outside the list for one disease. Pediatric vignettes rewritten at different levels of health literacy showed more complex symptoms being dropped when writing at low health literacy in 87.5% of cases. While writing at high health literacy, it added a diagnosis to 80% of vignettes (91.7% correctly diagnosed). Symptoms were retained in 90% of cases when rewriting vignettes between viewpoints. When presented with 45 vignettes, ChatGPT identified illnesses with 75.6% (95% CI, 62.6% to 88.5%) first-pass diagnostic accuracy and 57.8% (95% CI, 42.9% to 72.7%) triage accuracy. Its use does require monitoring and has caveats, which we discuss. Conclusions ChatGPT was capable, with caveats and appropriate review, of generating, rewriting, and evaluating clinical vignettes.	medRxiv	2/8/2023	[{'authorId': '2070976921', 'name': 'J. BenoÃ®t'}]
48	3b1155c1e3ff393ab1cdfd1268b0a59a509e1d1a	Penggunaan ChatGPT Untuk Pendidikan di Era Education 4.0: Usulan Inovasi Meningkatkan Keterampilan Menulis	ChatGPT OpenAI merupakan teknologi mesin berbasis kecerdasan buatan yang dilatih untuk bisa menirukan percakapan manusia menggunakan teknologi NLP (Natural Language Processing). Pada kenyataannya ChatGPT dapat dimanfaatkan untuk menghasilkan suatu tulisan yang cukup ilmiah atau bahkan buku dengan prompt yang dirumuskan di awal dengan teknik yang baik dan efektif. Sehingga peluang inovasi menggunakan teknologi ini terbuka lebar untuk pendidikan di Indonesia, salah satunya dalam meningkatkan kemampuan menulis peserta didik di sekolah/kampus untuk meraih enam kompetensi yang dibutuhkan di Era Education 4.0. Enam kompetensi itu adalah berpikir kritis, kolaborasi, komunikasi, kreativitas, pendidikan karakter dan kewarganegaraan. Hasil eksperimen yang dilakukan menggunakan ChatGPT dapat menghasilkan suatu tulisan berjumlah 693 kata di mana hasil ini masih bisa dikembangkan lebih lanjut untuk penugasan berikutnya bagi peserta didik. Total waktu yang dibutuhkan untuk menyelesaikan eksperimen ini lebih kurang 7 menit, termasuk waktu untuk mendokumentasikan hasil pemrosesan ChatGPT, namun tidak termasuk waktu untuk merumuskan dua prompt yang baik dan efektif sebelum eksperimen dilakukan.	JURNAL PETISI (Pendidikan Teknologi Informasi)	2/3/2023	[{'authorId': '1664908060', 'name': 'A. Setiawan'}, {'authorId': '2205264917', 'name': 'Ulfah Khairiyah Luthfiyani'}]
49	807110054f8137a10ed5bb05a33e93bf596f897a	ChatGPT: Exploring the Role of Cybersecurity in the Protection of Medical Information	ChatGPT is a large language model developed by OpenAI. It is trained on a dataset of conversational text and can be used to generate human-like responses to prompts in a variety of languages and formats. It can be used for tasks such as chatbots, language translation, and text completion. The role of ChatGPT is to generate human-like text based on a given prompt or context. It can be used in a variety of applications such as chatbots, language translation, text completion, and question answering. Additionally, it can be fine-tuned for specific tasks such as generating product descriptions or summarizing articles. It can also be used to generate creative writing such as poetry and stories. It can be integrated into a wide range of industries from customer service to entertainment, to research.	Mesopotamian Journal of Cyber Security	2/1/2023	[{'authorId': '1394846990', 'name': 'Maad M. Mijwil'}, {'authorId': '1447250772', 'name': 'Mohammad Aljanabi'}, {'authorId': '145907529', 'name': 'Ahmed Ali'}]
50	2af327673f929d30da88a4c61e0a5bddda389fcd	Microsoft bietet ChatGPT an	Microsoft will Kunden seines Cloud-Dienstes Azure bald die Chat-Software ChatGPT verfÃ¼gbar machen. US-Medien hatten zuletzt Ã¼ber einen Milliardendeal berichtet, mit dem sich der Konzern ein Drittel an der ChatGPT-Mutter OpenAI sichern mÃ¶chte.	Lebensmittel Zeitung		[{'authorId': '2133051672', 'name': 'Maurizio Giuri'}]
51	cd4d112f3f9120d0715f22a9de2ce4720822368c	How Does ChatGPT Perform on the United States Medical Licensing Examination? The Implications of Large Language Models for Medical Education and Knowledge Assessment.	BACKGROUND Chat Generative Pre-trained Transformer (ChatGPT) is a 175-billion-parameter natural language processing model that can generate conversation-style responses to user input.   OBJECTIVE This study aimed to evaluate the performance of ChatGPT on questions within the scope of the United States Medical Licensing Examination Step 1 and Step 2 exams, as well as to analyze responses for user interpretability.   METHODS We used 2 sets of multiple-choice questions to evaluate ChatGPT's performance, each with questions pertaining to Step 1 and Step 2. The first set was derived from AMBOSS, a commonly used question bank for medical students, which also provides statistics on question difficulty and the performance on an exam relative to the user base. The second set was the National Board of Medical Examiners (NBME) free 120 questions. ChatGPT's performance was compared to 2 other large language models, GPT-3 and InstructGPT. The text output of each ChatGPT response was evaluated across 3 qualitative metrics: logical justification of the answer selected, presence of information internal to the question, and presence of information external to the question.   RESULTS Of the 4 data sets, AMBOSS-Step1, AMBOSS-Step2, NBME-Free-Step1, and NBME-Free-Step2, ChatGPT achieved accuracies of 44% (44/100), 42% (42/100), 64.4% (56/87), and 57.8% (59/102), respectively. ChatGPT outperformed InstructGPT by 8.15% on average across all data sets, and GPT-3 performed similarly to random chance. The model demonstrated a significant decrease in performance as question difficulty increased (P=.01) within the AMBOSS-Step1 data set. We found that logical justification for ChatGPT's answer selection was present in 100% of outputs of the NBME data sets. Internal information to the question was present in 96.8% (183/189) of all questions. The presence of information external to the question was 44.5% and 27% lower for incorrect answers relative to correct answers on the NBME-Free-Step1 (P<.001) and NBME-Free-Step2 (P=.001) data sets, respectively.   CONCLUSIONS ChatGPT marks a significant improvement in natural language processing models on the tasks of medical question answering. By performing at a greater than 60% threshold on the NBME-Free-Step-1 data set, we show that the model achieves the equivalent of a passing score for a third-year medical student. Additionally, we highlight ChatGPT's capacity to provide logic and informational context across the majority of answers. These facts taken together make a compelling case for the potential applications of ChatGPT as an interactive medical education tool to support learning.	JMIR Medical Education	2/8/2023	[{'authorId': '2088656028', 'name': 'Aidan Gilson'}, {'authorId': '40902199', 'name': 'C. Safranek'}, {'authorId': '2204771151', 'name': 'Thomas Huang'}, {'authorId': '11035690', 'name': 'V. Socrates'}, {'authorId': '2204872037', 'name': 'Ling Chi'}, {'authorId': '2110665673', 'name': 'R. Taylor'}, {'authorId': '3181480', 'name': 'David Chartash'}]
52	58b98ccd256f1ebe8551faa6798cfbfc80c490a5	Investigating the use of ChatGPT for the scheduling of construction projects	Large language models such as ChatGPT have the potential to revolutionize the construction industry by automating repetitive and time-consuming tasks. This paper presents a study in which ChatGPT was used to generate a construction schedule for a simple construction project. The output from ChatGPT was evaluated by a pool of participants that provided feedback regarding their overall interaction experience and the quality of the output. The results show that ChatGPT can generate a coherent schedule that follows a logical approach to fulfill the requirements of the scope indicated. The participants had an overall positive interaction experience and indicated the great potential of such a tool to automate many preliminary and time-consuming tasks. However, the technology still has limitations, and further development is needed before it can be widely adopted in the industry. Overall, this study highlights the potential of using large language models in the construction industry and the need for further research.	ArXiv	1/27/2023	[{'authorId': '2204579033', 'name': 'Samuel A. Prieto'}, {'authorId': '2166277457', 'name': 'Eyob Mengiste'}, {'authorId': '98018377', 'name': 'Borja GarcÃ­a de Soto'}]
53	4cd3ae84e24cfff89ef022e36991df314aac83e2	Will ChatGPT get you caught? Rethinking of Plagiarism Detection	The rise of Artificial Intelligence (AI) technology and its impact on education has been a topic of growing concern in recent years. The new generation AI systems such as chatbots have become more accessible on the Internet and stronger in terms of capabilities. The use of chatbots, particularly ChatGPT, for generating academic essays at schools and colleges has sparked fears among scholars. This study aims to explore the originality of contents produced by one of the most popular AI chatbots, ChatGPT. To this end, two popular plagiarism detection tools were used to evaluate the originality of 50 essays generated by ChatGPT on various topics. Our results manifest that ChatGPT has a great potential to generate sophisticated text outputs without being well caught by the plagiarism check software. In other words, ChatGPT can create content on many topics with high originality as if they were written by someone. These findings align with the recent concerns about students using chatbots for an easy shortcut to success with minimal or no effort. Moreover, ChatGPT was asked to verify if the essays were generated by itself, as an additional measure of plagiarism check, and it showed superior performance compared to the traditional plagiarism-detection tools. The paper discusses the need for institutions to consider appropriate measures to mitigate potential plagiarism issues and advise on the ongoing debate surrounding the impact of AI technology on education. Further implications are discussed in the paper.		2/8/2023	[{'authorId': '88352234', 'name': 'M. Khalil'}, {'authorId': '1940086', 'name': 'Erkan Er'}]
54	4ec53531cc7c4cde9437dda51ffb173367bb7e25	Assessing the performance of ChatGPT in answering questions regarding cirrhosis and hepatocellular carcinoma	Background: Patients with cirrhosis and hepatocellular carcinoma (HCC) require extensive care. Personalized education can improve their outcomes. ChatGPT (Generative Pre-trained Transformer), a natural language processing model, has shown potential to provide professional yet patient-freindly responses. Aim: To examine the accuracy and reproducibility of ChatGPT in responding to questions regarding knowledge, management, and emotional support for cirrhosis and HCC. Method: ChatGPT's responses to 164 frequently asked questions were independently graded by two transplant hepatologists, with a third reviewer resolving any discrepancies. We also compared the performance of ChatGPT on two previously validated and published questionnaires to the physicians or trainees who were tested in the included publications. Furthermore, we formulated the 26 quality measures of cirrhosis management into questions and tested ChatGPT's knowledge in cirrhosis care. Finally, the capacity to provide emotional support to patients or caregivers was tested. Results: ChatGPT regurgitated extensive knowledge about both cirrhosis and HCC, but for questions with correct responses, only a small proportion was labelled as comprehensive. The performance was better in basic knowledge, lifestyle, and treatment than in the domains of diagnosis and preventive medicine. For the quality measures, the model answered 76.9% of questions correctly but failed to specify the cut-off values for making medical decisions and treatment durations. When compared to physicians/trainees, ChatGPT fell short in knowledge of guidelines varying across geographic regions, such as HCC screening criteria. The model also provided practical and multifaceted advice to patients and caregivers regarding the next steps and adjusting to a new diagnosis. Conclusion: In summary, we analyzed the areas of robustness and limitations of ChatGPT's responses on the management of cirrhosis and HCC and relevant emotional support. ChatGPT may have a role as an adjunct informational tool for patients and physicians to improve outcomes.	medRxiv	2/8/2023	[{'authorId': '6807774', 'name': 'Y. Yeo'}, {'authorId': '84723205', 'name': 'J. Samaan'}, {'authorId': '30987139', 'name': 'W. Ng'}, {'authorId': '47388850', 'name': 'Peng-Sheng Ting'}, {'authorId': '2059999783', 'name': 'H. Trivedi'}, {'authorId': '14685491', 'name': 'A. Vipani'}, {'authorId': '6749804', 'name': 'W. Ayoub'}, {'authorId': '9125596', 'name': 'J. D. Yang'}, {'authorId': '14798289', 'name': 'O. Liran'}, {'authorId': '144729350', 'name': 'B. Spiegel'}, {'authorId': '2184361653', 'name': 'A. Kuo'}]
55	b6f8cffc5da51581aec71d919d010d55e5ac068a	The political ideology of conversational AI: Converging evidence on ChatGPT's pro-environmental, left-libertarian orientation	Conversational artificial intelligence (AI) disrupts how humans interact with technology. Recently, OpenAI introduced ChatGPT, a state-of-the-art dialogue model that can converse with its human counterparts with unprecedented capabilities. ChatGPT has witnessed tremendous attention from the media, academia, industry, and the general public, attracting more than a million users within days of its release. However, its explosive adoption for information search and as an automated decision aid underscores the importance to understand its limitations and biases. This paper focuses on one of democratic soci-etyâ€™s most important decision-making processes: political elections. Prompting ChatGPT with 630 political statements from two leading voting advice applications and the nation-agnostic political compass test in three pre-registered experiments, we uncover ChatGPTâ€™s pro-environmental, left-libertarian ideology. For example, ChatGPT would impose taxes on flights, re-strict rent increases, and legalize abortion. In the 2021 elections, it would have voted most likely for the Greens both in Germany (BÃ¼ndnis 90/Die GrÃ¼nen) and in the Netherlands (Groen-Links). Our findings are robust when negating the prompts, reversing the order of the statements, varying prompt formality, and across languages (English, German, Dutch, and Spanish). We conclude by discussing the implications of politically biased conversational AI on society.	SSRN Electronic Journal	1/5/2023	[{'authorId': '39697129', 'name': 'Jochen Hartmann'}, {'authorId': '2004368787', 'name': 'Jasper Schwenzow'}, {'authorId': '94737364', 'name': 'Maximilian Witte'}]
56	57be0eee785bbfd669c1f51e9a3681105b7f82be	The Benefits and Challenges of ChatGPT: An Overview	This paper provides an overview of ChatGPT, a natural language processing (NLP) system developed by Open AI. It discusses the features of ChatGPT, its benefits, and its challenges. The paper also provides an analysis of the potential applications of ChatGPT and its limitations. The paper concludes that ChatGPT is a powerful NLP system that can generate human-like conversations, but it has some challenges that must be addressed.	Frontiers in Computing and Intelligent Systems	1/5/2023	[{'authorId': '2200923644', 'name': 'Jianyang Deng'}, {'authorId': '2201012875', 'name': 'Yijia Lin'}]
57	d05ba0c40f3408aab7bb594628f24d9f04bf2831	Evaluating ChatGPT as an Adjunct for Radiologic Decision-Making	BACKGROUND ChatGPT, a popular new large language model (LLM) built by OpenAI, has shown impressive performance in a number of specialized applications. Despite the rising popularity and performance of AI, studies evaluating the use of LLMs for clinical decision support are lacking. PURPOSE To evaluate ChatGPT's capacity for clinical decision support in radiology via the identification of appropriate imaging services for two important clinical presentations: breast cancer screening and breast pain. MATERIALS AND METHODS We compared ChatGPT's responses to the American College of Radiology (ACR) Appropriateness Criteria for breast pain and breast cancer screening. Our prompt formats included an open-ended (OE) format, where ChatGPT was asked to provide the single most appropriate imaging procedure, and a select all that apply (SATA) format, where ChatGPT was given a list of imaging modalities to assess. Scoring criteria evaluated whether proposed imaging modalities were in accordance with ACR guidelines. RESULTS ChatGPT achieved an average OE score of 1.83 (out of 2) and a SATA average percentage correct of 88.9% for breast cancer screening prompts, and an average OE score of 1.125 (out of 2) and a SATA average percentage correct of 58.3% for breast pain prompts. CONCLUSION Our results demonstrate the feasibility of using ChatGPT for radiologic decision making, with the potential to improve clinical workflow and responsible use of radiology services.	medRxiv	2/7/2023	[{'authorId': '47652637', 'name': 'A. S. Rao'}, {'authorId': '103525980', 'name': 'J. Kim'}, {'authorId': '72458178', 'name': 'M. Kamineni'}, {'authorId': '9690134', 'name': 'M. Pang'}, {'authorId': '102502817', 'name': 'W. Lie'}, {'authorId': '14920559', 'name': 'M. Succi'}]
58	dfc125ec03e84c2ae26147964fc301b1455f3181	The moral authority of ChatGPT	ChatGPT is not only fun to chat with, but it also searches information, answers questions, and gives advice. With consistent moral advice, it might improve the moral judgment and decisions of users, who often hold contradictory moral beliefs. Unfortunately, ChatGPT turns out highly inconsistent as a moral advisor. Nonetheless, it influences usersâ€™ moral judgment, we find in an experiment, even if they know they are advised by a chatting bot, and they underestimate how much they are influenced. Thus, ChatGPT threatens to corrupt rather than improves usersâ€™ judgment. These findings raise the question of how to ensure the responsible use of ChatGPT and similar AI. Transparency is often touted but seems ineffective. We propose training to improve digital literacy.	ArXiv	1/13/2023	[{'authorId': '104246606', 'name': 'Sebastian KrÃ¼gel'}, {'authorId': '20658415', 'name': 'Andreas Ostermaier'}, {'authorId': '1696033469', 'name': 'Matthias W. Uhl'}]
